,cpf,cnpj,id
607,823.439.942-00,77.957.392/0001-06,607
608,865.125.470-98,40.064.764/0001-65,608
609,764.642.531-15,86.739.178/0001-74,609
610,845.033.274-53,79.317.229/0001-04,610
611,216.087.653-42,13.587.416/0001-08,611
612,890.842.368-07,00.180.368/0001-89,612
613,849.631.068-09,01.342.305/0001-44,613
614,801.798.343-39,46.290.784/0001-30,614
615,113.985.759-25,27.499.238/0001-60,615
616,162.543.943-16,11.739.232/0001-82,616
617,766.485.155-62,96.153.642/0001-08,617
618,606.163.312-23,82.624.739/0001-39,618
619,492.136.887-25,93.200.815/0001-03,619
620,068.872.774-33,06.734.611/0001-40,620
621,301.069.682-54,85.659.305/0001-62,621
622,362.977.595-02,92.418.045/0001-07,622
623,421.516.396-06,15.178.153/0001-09,623
624,581.962.936-15,46.435.060/0001-38,624
625,931.761.158-30,64.553.396/0001-87,625
626,218.608.974-28,52.898.519/0001-32,626
627,665.548.280-10,38.007.002/0001-85,627
628,142.104.399-83,96.349.500/0001-02,628
629,565.659.782-20,18.703.366/0001-92,629
630,896.467.378-62,58.659.833/0001-49,630
631,224.262.995-68,15.559.997/0001-91,631
632,727.680.733-93,93.375.410/0001-06,632
633,939.699.132-50,48.012.115/0001-22,633
634,669.244.759-30,79.309.663/0001-42,634
635,695.291.329-72,65.499.401/0001-83,635
636,519.518.199-34,06.393.349/0001-17,636
637,998.603.684-49,63.600.440/0001-08,637
638,068.802.358-40,01.595.250/0001-84,638
639,388.002.507-00,37.208.997/0001-80,639
640,997.459.597-58,25.683.990/0001-30,640
641,660.995.110-16,47.248.745/0001-38,641
642,424.484.893-27,20.393.678/0001-99,642
643,059.733.457-93,23.985.293/0001-09,643
644,303.953.344-46,35.886.664/0001-84,644
645,029.043.134-43,34.249.352/0001-05,645
646,432.624.934-06,66.702.478/0001-71,646
647,427.071.533-20,00.904.351/0001-27,647
648,199.997.102-71,81.800.358/0001-09,648
649,364.785.131-06,40.352.848/0001-02,649
650,882.906.660-55,07.977.018/0001-97,650
651,864.875.783-55,69.774.735/0001-79,651
652,141.338.465-08,43.496.620/0001-76,652
653,360.878.096-35,51.955.206/0001-06,653
654,524.537.132-48,75.680.181/0001-43,654
655,815.364.053-45,70.692.640/0001-95,655
656,723.622.329-80,52.927.845/0001-20,656
657,132.698.824-75,43.582.112/0001-00,657
658,496.526.341-31,54.977.653/0001-54,658
659,360.557.437-87,18.349.727/0001-44,659
660,157.678.802-47,16.924.625/0001-80,660
661,063.459.100-23,94.713.697/0001-91,661
662,751.205.403-33,63.841.162/0001-72,662
663,227.395.988-58,24.839.332/0001-22,663
664,530.209.934-90,06.371.080/0001-78,664
665,351.076.535-45,58.766.393/0001-29,665
666,297.782.954-76,26.635.630/0001-26,666
667,573.254.507-70,08.236.805/0001-40,667
668,498.618.089-49,87.052.174/0001-86,668
669,329.451.163-91,93.565.583/0001-89,669
670,781.826.792-14,68.013.599/0001-31,670
671,596.085.527-53,71.812.687/0001-08,671
672,782.350.818-49,79.985.366/0001-17,672
673,544.423.116-68,22.268.707/0001-16,673
674,956.972.716-03,64.566.284/0001-60,674
675,803.888.593-77,88.099.427/0001-30,675
676,555.557.152-69,53.574.532/0001-07,676
677,009.686.633-03,18.384.436/0001-97,677
678,357.217.760-05,27.536.627/0001-18,678
679,853.871.637-99,49.759.549/0001-53,679
680,040.933.712-96,93.711.449/0001-49,680
681,736.110.432-06,34.901.874/0001-31,681
682,366.965.928-57,45.754.284/0001-40,682
683,101.672.592-29,49.870.114/0001-81,683
684,856.616.922-00,86.065.939/0001-50,684
685,959.340.023-09,37.553.753/0001-34,685
686,901.518.115-20,87.295.998/0001-87,686
687,559.542.225-41,15.048.307/0001-30,687
688,587.547.955-83,76.706.113/0001-79,688
689,874.218.012-00,64.026.596/0001-81,689
690,919.410.716-51,52.864.192/0001-88,690
691,895.287.732-22,36.977.706/0001-55,691
692,849.975.565-80,10.427.597/0001-09,692
693,622.363.343-20,61.874.693/0001-36,693
694,987.045.320-15,28.868.282/0001-62,694
695,351.662.479-57,78.355.841/0001-09,695
696,890.086.626-55,90.873.046/0001-08,696
697,621.338.709-97,63.426.425/0001-87,697
698,603.157.138-28,46.521.714/0001-46,698
699,866.170.139-21,89.361.367/0001-44,699
700,642.197.749-98,99.736.055/0001-21,700
701,078.583.961-53,76.032.696/0001-08,701
702,169.936.157-62,50.901.946/0001-05,702
703,475.317.345-32,63.582.536/0001-82,703
704,967.791.296-82,87.962.770/0001-01,704
705,370.765.458-37,51.381.653/0001-07,705
706,922.907.008-43,14.141.455/0001-31,706
707,190.292.181-00,71.587.919/0001-71,707
708,696.358.640-35,88.120.694/0001-41,708
709,129.461.215-85,89.285.110/0001-50,709
710,308.409.526-43,47.315.903/0001-25,710
711,493.369.195-98,42.855.340/0001-44,711
712,314.887.313-06,72.805.027/0001-62,712
713,774.449.410-50,28.016.812/0001-44,713
714,447.997.555-10,06.992.218/0001-56,714
715,698.380.028-10,44.349.155/0001-03,715
716,731.463.135-29,99.317.368/0001-45,716
717,519.092.753-95,74.927.448/0001-91,717
718,861.414.477-67,69.252.026/0001-23,718
719,318.430.233-42,43.501.812/0001-23,719
720,295.656.297-50,22.832.745/0001-50,720
721,401.245.184-78,92.631.397/0001-38,721
722,593.093.252-24,76.325.166/0001-40,722
723,772.134.500-69,78.985.883/0001-23,723
724,953.333.077-50,72.322.423/0001-39,724
725,281.849.954-23,03.163.062/0001-02,725
726,103.483.766-42,94.285.973/0001-68,726
727,754.570.232-81,12.253.128/0001-46,727
728,357.998.885-96,42.623.832/0001-04,728
729,345.048.726-41,31.830.291/0001-79,729
730,395.254.837-54,09.973.380/0001-15,730
731,735.705.164-15,30.956.821/0001-67,731
732,353.508.505-55,16.085.286/0001-95,732
733,822.456.448-75,75.810.345/0001-00,733
734,586.977.780-18,58.444.708/0001-11,734
735,038.912.831-72,20.005.613/0001-29,735
736,234.749.873-80,10.432.974/0001-06,736
737,885.196.913-23,37.334.208/0001-57,737
738,078.796.330-57,60.271.701/0001-97,738
739,866.882.012-59,93.653.196/0001-02,739
740,017.252.283-86,92.924.733/0001-30,740
741,571.809.654-64,57.039.442/0001-69,741
742,610.405.186-30,73.993.798/0001-93,742
743,175.947.509-26,16.322.796/0001-39,743
744,943.244.529-11,30.745.233/0001-84,744
745,306.431.622-24,98.774.795/0001-90,745
746,140.904.402-54,68.356.752/0001-23,746
747,021.984.278-77,75.550.788/0001-09,747
748,177.065.981-10,65.189.694/0001-00,748
749,445.402.422-70,47.647.414/0001-70,749
750,631.844.173-52,07.614.693/0001-51,750
751,163.431.101-94,27.258.717/0001-94,751
752,467.935.510-78,26.302.495/0001-05,752
753,187.413.290-90,27.943.432/0001-92,753
754,271.967.848-12,25.604.309/0001-11,754
755,415.154.457-71,37.931.617/0001-30,755
756,155.969.821-72,51.944.601/0001-93,756
757,283.839.464-90,31.045.607/0001-11,757
758,742.835.266-57,96.983.669/0001-10,758
759,560.205.919-99,72.125.827/0001-32,759
760,146.719.830-79,51.666.393/0001-08,760
761,806.755.295-90,62.645.508/0001-02,761
762,198.591.134-59,27.557.876/0001-90,762
763,331.935.891-01,48.700.663/0001-45,763
764,918.283.804-66,76.196.517/0001-60,764
765,581.773.469-97,07.474.222/0001-95,765
766,163.047.763-06,75.563.982/0001-29,766
767,711.031.831-17,12.370.153/0001-00,767
768,688.415.180-30,10.985.308/0001-97,768
769,429.045.177-23,54.000.505/0001-85,769
770,510.511.373-06,31.359.816/0001-30,770
771,422.321.401-21,04.162.736/0001-17,771
772,598.243.302-08,71.242.378/0001-40,772
773,510.220.509-90,20.289.748/0001-63,773
774,376.582.874-23,64.192.336/0001-86,774
775,840.565.479-80,94.567.314/0001-14,775
776,376.256.912-68,03.660.571/0001-40,776
777,516.636.374-40,11.568.534/0001-35,777
778,783.563.936-04,10.977.394/0001-96,778
779,409.931.152-09,75.274.033/0001-29,779
780,917.530.927-01,75.552.307/0001-02,780
781,370.078.202-04,33.472.019/0001-90,781
782,550.450.659-04,49.930.635/0001-87,782
783,501.932.548-16,18.951.674/0001-37,783
784,297.463.321-80,45.548.301/0001-92,784
785,709.004.644-37,23.246.752/0001-32,785
786,297.756.956-19,44.307.198/0001-26,786
787,161.748.022-30,53.745.811/0001-88,787
788,408.870.770-21,02.385.838/0001-76,788
789,863.141.659-20,67.756.865/0001-53,789
790,784.397.231-56,27.796.367/0001-10,790
791,941.943.973-98,34.948.190/0001-95,791
792,702.706.860-53,49.969.950/0001-18,792
793,004.819.126-49,09.590.215/0001-84,793
794,133.685.013-21,39.552.335/0001-58,794
795,008.627.783-95,69.311.377/0001-68,795
796,249.454.896-96,68.328.127/0001-78,796
797,003.820.933-05,88.520.637/0001-50,797
798,634.289.139-73,61.282.674/0001-10,798
799,465.995.635-03,25.546.809/0001-44,799
800,595.292.107-87,98.796.259/0001-95,800
801,049.382.792-74,51.698.703/0001-76,801
802,428.995.830-34,53.613.636/0001-75,802
803,601.001.158-29,56.330.537/0001-74,803
804,790.624.840-69,43.385.176/0001-11,804
805,541.686.228-94,20.048.368/0001-37,805
806,995.485.482-75,21.016.553/0001-02,806
807,896.475.022-57,35.917.039/0001-52,807
808,052.776.707-77,29.935.541/0001-93,808
809,543.828.523-31,81.031.044/0001-80,809
810,331.267.317-83,67.674.115/0001-32,810
811,102.452.531-73,94.665.054/0001-10,811
812,009.001.090-68,52.040.704/0001-91,812
813,801.280.663-00,10.251.535/0001-99,813
814,587.802.596-50,82.248.466/0001-75,814
815,063.350.670-21,13.142.429/0001-65,815
816,211.758.661-99,59.282.220/0001-06,816
817,943.851.545-38,65.278.867/0001-59,817
818,166.459.780-81,93.377.231/0001-08,818
819,434.071.175-66,49.397.568/0001-87,819
820,358.711.227-44,95.323.025/0001-32,820
821,900.431.056-88,45.511.933/0001-81,821
822,690.673.294-36,67.395.660/0001-90,822
823,104.794.933-40,16.251.812/0001-40,823
824,906.635.885-88,05.298.841/0001-40,824
825,012.369.552-00,70.120.793/0001-68,825
826,940.305.690-80,23.719.253/0001-15,826
827,010.940.046-18,24.666.915/0001-07,827
828,747.470.754-37,34.883.867/0001-54,828
829,646.133.889-61,01.486.518/0001-40,829
830,098.368.564-98,73.803.774/0001-24,830
831,181.167.018-00,00.098.251/0001-50,831
832,362.856.066-76,23.121.050/0001-22,832
833,745.641.018-62,66.957.878/0001-28,833
834,612.620.898-67,60.456.893/0001-06,834
835,446.574.521-42,52.121.849/0001-17,835
836,637.046.547-01,81.968.356/0001-15,836
837,302.959.349-56,40.318.397/0001-89,837
838,751.634.222-00,96.184.039/0001-85,838
839,806.848.800-67,58.958.164/0001-06,839
840,456.746.386-24,33.507.509/0001-84,840
841,212.489.570-24,83.244.779/0001-18,841
842,105.956.080-19,07.456.740/0001-86,842
843,041.337.293-66,90.602.920/0001-72,843
844,295.643.876-04,68.962.665/0001-10,844
845,215.417.085-47,25.336.631/0001-07,845
846,575.112.083-39,50.728.674/0001-85,846
847,484.834.420-43,57.956.292/0001-58,847
848,305.881.574-30,44.164.437/0001-36,848
849,553.719.115-61,32.154.841/0001-40,849
850,798.222.353-21,59.669.292/0001-00,850
851,890.730.802-07,82.464.738/0001-74,851
852,928.897.166-19,23.373.417/0001-03,852
853,249.280.232-93,80.469.030/0001-80,853
854,331.993.805-30,17.424.050/0001-07,854
855,738.623.008-70,99.806.723/0001-40,855
856,211.286.510-25,89.321.700/0001-91,856
857,370.508.510-78,08.637.758/0001-47,857
858,636.311.594-98,05.809.862/0001-83,858
859,280.847.580-20,45.392.411/0001-08,859
860,569.088.208-90,61.419.815/0001-02,860
861,281.595.258-00,65.801.957/0001-82,861
862,567.801.652-04,85.666.518/0001-11,862
863,445.811.860-99,31.833.963/0001-08,863
864,487.608.120-44,28.153.169/0001-09,864
865,858.714.555-06,74.657.256/0001-02,865
866,764.360.000-70,66.248.184/0001-11,866
867,193.191.009-00,24.486.564/0001-44,867
868,543.530.302-80,55.101.465/0001-20,868
869,423.065.132-52,85.271.150/0001-92,869
870,640.674.555-85,31.458.268/0001-03,870
871,698.974.547-99,72.336.059/0001-66,871
872,627.787.303-20,04.770.330/0001-17,872
873,162.513.298-07,65.167.764/0001-11,873
874,793.372.590-28,57.141.110/0001-90,874
875,030.563.076-86,73.784.032/0001-07,875
876,401.947.291-25,93.551.329/0001-21,876
877,369.862.138-08,93.338.049/0001-30,877
878,851.516.979-78,57.959.042/0001-71,878
879,950.128.689-43,72.587.864/0001-62,879
880,554.372.708-95,44.204.862/0001-01,880
881,947.910.025-80,49.135.876/0001-34,881
882,227.830.570-00,81.174.881/0001-69,882
883,818.870.583-70,16.658.009/0001-24,883
884,296.863.249-33,42.618.651/0001-90,884
885,859.233.755-08,23.490.663/0001-37,885
886,171.813.774-50,70.156.583/0001-20,886
887,043.391.163-86,17.491.210/0001-22,887
888,466.759.793-37,76.902.896/0001-66,888
889,800.876.710-34,98.987.280/0001-78,889
890,573.565.039-48,08.231.352/0001-60,890
891,525.254.421-21,02.136.075/0001-20,891
892,366.027.937-48,95.000.850/0001-04,892
893,754.939.268-49,70.447.772/0001-51,893
894,569.639.618-67,84.065.868/0001-60,894
895,141.549.568-84,84.786.391/0001-01,895
896,025.823.024-06,45.581.635/0001-68,896
897,330.159.203-16,90.563.675/0001-31,897
898,468.950.034-79,35.594.975/0001-70,898
899,187.051.800-40,39.655.016/0001-78,899
900,235.569.496-60,73.845.815/0001-45,900
901,912.095.237-60,09.459.862/0001-51,901
902,157.842.271-06,17.373.140/0001-08,902
903,256.917.674-53,10.427.721/0001-36,903
904,065.595.408-20,44.626.463/0001-39,904
905,816.309.478-81,25.519.221/0001-00,905
906,248.812.330-76,09.342.845/0001-30,906
907,192.544.057-52,48.802.752/0001-00,907
908,994.029.405-02,92.355.458/0001-81,908
909,988.478.357-80,82.065.915/0001-40,909
910,412.060.756-94,96.613.231/0001-40,910
911,706.235.923-80,53.493.388/0001-76,911
912,880.554.757-33,39.650.007/0001-94,912
913,242.834.245-28,36.423.585/0001-08,913
914,206.522.728-19,15.172.990/0001-12,914
915,680.758.165-36,14.177.487/0001-97,915
916,418.196.050-19,83.832.361/0001-21,916
917,005.579.138-70,65.919.120/0001-32,917
918,309.550.668-67,86.050.830/0001-49,918
919,077.275.044-08,31.876.782/0001-50,919
920,363.487.587-96,81.342.830/0001-07,920
921,998.005.057-84,81.866.961/0001-85,921
922,318.342.967-57,23.733.182/0001-05,922
923,643.137.505-09,25.643.844/0001-81,923
924,361.515.611-04,51.893.276/0001-87,924
925,629.950.197-99,28.067.363/0001-63,925
926,048.393.603-08,80.534.611/0001-59,926
927,991.127.170-61,76.922.502/0001-31,927
928,005.636.325-77,37.368.081/0001-97,928
929,667.520.298-73,98.557.139/0001-35,929
930,554.874.163-20,09.783.443/0001-70,930
931,983.701.890-91,55.062.023/0001-12,931
932,349.938.648-84,82.526.895/0001-67,932
933,163.299.564-64,10.969.216/0001-13,933
934,773.035.065-35,80.370.655/0001-90,934
935,835.860.177-82,61.800.236/0001-05,935
936,944.930.167-01,22.381.886/0001-01,936
937,988.275.011-77,49.614.872/0001-39,937
938,580.849.531-84,82.930.629/0001-03,938
939,824.737.929-50,52.776.712/0001-09,939
940,023.441.282-80,85.763.656/0001-19,940
941,145.358.544-32,68.674.329/0001-71,941
942,442.757.875-60,39.748.328/0001-26,942
943,071.841.292-37,21.637.504/0001-97,943
944,743.736.684-34,26.146.963/0001-91,944
945,120.092.119-44,22.737.922/0001-19,945
946,961.364.918-26,34.151.451/0001-41,946
947,783.695.135-90,52.486.293/0001-62,947
948,853.297.825-89,78.750.668/0001-43,948
949,960.538.171-04,84.135.879/0001-79,949
950,936.481.238-74,58.092.730/0001-40,950
951,172.102.888-99,58.636.181/0001-27,951
952,922.870.676-71,17.819.765/0001-50,952
953,394.372.097-74,75.819.193/0001-06,953
954,868.852.512-91,25.844.822/0001-80,954
955,093.341.389-04,61.205.220/0001-46,955
956,198.613.786-42,57.461.057/0001-05,956
957,038.242.317-86,84.947.988/0001-90,957
958,317.704.758-85,06.144.272/0001-41,958
959,087.063.400-32,91.075.236/0001-42,959
960,367.112.397-41,65.292.496/0001-60,960
961,078.202.571-48,08.343.349/0001-38,961
962,625.391.507-05,67.662.457/0001-32,962
963,766.534.883-14,30.932.937/0001-66,963
964,486.826.787-64,63.496.430/0001-66,964
965,166.124.914-00,59.821.010/0001-30,965
966,134.946.972-64,00.838.320/0001-15,966
967,864.321.690-97,01.355.268/0001-09,967
968,248.255.106-47,18.571.380/0001-80,968
969,676.373.586-31,47.470.670/0001-35,969
970,003.527.672-00,55.763.510/0001-02,970
971,927.606.109-69,19.811.899/0001-50,971
972,181.765.700-36,49.489.389/0001-70,972
973,751.767.812-47,53.576.378/0001-02,973
974,146.961.753-67,19.403.535/0001-31,974
975,047.066.382-08,52.542.507/0001-70,975
976,436.524.689-53,79.060.146/0001-82,976
977,694.331.049-60,77.943.981/0001-35,977
978,248.690.158-20,57.760.415/0001-80,978
979,167.419.151-09,86.120.348/0001-38,979
980,094.235.506-73,46.562.584/0001-90,980
981,736.760.089-36,28.371.154/0001-09,981
982,801.776.937-70,26.799.082/0001-70,982
983,437.675.689-00,43.803.948/0001-98,983
984,606.796.367-14,79.356.275/0001-12,984
985,891.018.685-27,55.183.530/0001-04,985
986,695.133.665-29,40.690.494/0001-06,986
987,181.513.952-81,69.319.634/0001-08,987
988,722.363.457-04,14.889.386/0001-49,988
989,494.545.393-45,11.643.372/0001-52,989
990,880.359.423-01,80.871.817/0001-74,990
991,948.018.115-07,48.765.863/0001-86,991
992,050.799.972-06,54.349.493/0001-07,992
993,485.602.345-43,04.269.508/0001-40,993
994,037.918.265-30,01.399.943/0001-00,994
995,171.723.848-30,86.161.069/0001-12,995
996,089.421.365-24,87.719.503/0001-08,996
997,958.298.362-03,95.595.674/0001-92,997
998,609.176.230-37,83.900.299/0001-68,998
999,512.218.326-03,21.399.767/0001-05,999
