cpf,name,address,phone,id
182.948.***-**,Rebeca Pires,"Núcleo Ramos, 72
Bacurau
06643051 Pires / PE",+55 61 6191 8189,202
186.721.***-**,Alana da Cunha,"Ladeira Novais
Milionario
53033821 Cavalcante de Mendonça / AP",71 8153 5163,203
187.051.***-**,Thales Novaes,"Passarela Ravi Lucca Costela
Vila Paraíso
10200984 Montenegro do Norte / DF",71 5625 4480,204
187.413.***-**,Arthur Gabriel Pires,"Viaduto Albuquerque, 59
Bela Vitoria
35840-022 Mendonça / MG",+55 51 2712 2198,205
190.100.***-**,Dr. Liam Aparecida,"Colônia Cunha, 42
Conjunto Serra Verde
57712-776 Cunha / PE",(011) 6032 3545,206
190.292.***-**,Enzo Gabriel da Rocha,"Distrito Eloah Pereira, 7
Sagrada Família
17827-905 Castro do Norte / SE",+55 81 3597-0221,207
192.544.***-**,Milena Pimenta,"Passarela de Rezende, 44
Tiradentes
00992-014 Vieira Grande / CE",+55 31 8957-1320,208
193.101.***-**,Diego Marques,"Vale de da Luz, 9
Jardim América
62038-752 Caldeira / BA",(061) 2484 8474,209
193.191.***-**,Apollo Fernandes,"Feira de Cassiano, 99
Vila Madre Gertrudes 2ª Seção
13995673 Azevedo das Flores / AC",+55 51 8111 9501,210
193.931.***-**,Matteo Cavalcante,"Trevo Correia
Tiradentes
96996972 Siqueira / GO",(041) 2972 2932,211
194.607.***-**,Cecília Nascimento,"Via Bryan Borges, 75
Coração De Jesus
06512-967 Sampaio da Praia / SC",(021) 1306 3257,212
198.591.***-**,João Felipe Andrade,"Passarela de Cirino, 18
Castanheira
11174-824 Moura de Goiás / PE",0900 153 1511,213
198.613.***-**,Jade Marques,"Vereda Camargo, 192
Nazare
18903-874 Rocha / GO",+55 (084) 7089 9104,214
199.997.***-**,Dra. Kamilly Andrade,"Alameda Alves, 64
Nazare
82314392 Souza / DF",+55 (041) 9149 6123,215
200.691.***-**,Sr. Anthony Gabriel Gonçalves,"Lago de Rocha, 11
Vila Vista Alegre
78931504 Cavalcante de Cavalcanti / RO",(081) 1065 4642,216
201.367.***-**,Bernardo Marques,"Estrada Maria Clara da Conceição, 121
Vila Independencia 3ª Seção
02206815 Montenegro das Flores / ES",0500 992 4683,217
203.280.***-**,Juan Costa,"Ladeira Sampaio, 94
Vila Satélite
22974-359 Peixoto de Goiás / MS",(011) 4823-8732,218
206.522.***-**,Jade Gomes,"Viaduto de Cunha, 5
Vila Batik
34223-335 Guerra / PA",+55 41 4270-4142,219
207.087.***-**,Valentim Fogaça,"Fazenda Sá, 74
Cabana Do Pai Tomás
28597-935 da Cunha / MS",+55 41 7595-4021,220
211.286.***-**,Luiz Felipe Carvalho,"Feira de Vargas
Morro Dos Macacos
38460-265 Almeida do Sul / AP",+55 (071) 4214 4305,221
211.758.***-**,Marina Pimenta,"Morro Sophia Pinto, 58
João Pinheiro
74948995 Rios do Oeste / PI",11 3756-3371,222
211.885.***-**,Rafael Melo,"Trevo Maria Alice Castro, 59
Urca
28012-772 Vasconcelos do Amparo / RS",+55 11 8669 9695,223
212.489.***-**,Srta. Aylla Lopes,"Rua de Nunes
Santa Helena
83458-427 Oliveira do Norte / RS",(011) 8042-4583,224
215.417.***-**,Luiz Henrique Abreu,"Feira Costa, 65
Grajaú
04278503 Câmara / PE",+55 (061) 8905 8311,225
216.087.***-**,Milena Macedo,"Setor Dias, 8
Vila Santo Antônio Barroquinha
38751849 da Rosa / RS",71 2862 9506,226
218.562.***-**,Luiza Alves,"Vila Lara das Neves, 43
Vista Alegre
61352779 Porto / AL",0300 951 7458,227
218.608.***-**,Olívia Porto,"Distrito de Rios, 22
Caiçaras
01509525 Jesus Verde / BA",61 4971-3271,228
220.058.***-**,Alice Cavalcante,"Praia de Nascimento, 18
Marçola
07340-008 da Conceição / PE",+55 71 6735 3164,229
222.817.***-**,Sr. Anthony Pires,"Favela Luiz Otávio Macedo, 24
Santa Helena
00612199 Câmara do Oeste / MG",+55 71 9369 3718,230
223.353.***-**,Dra. Raquel Melo,"Colônia Emanuella Carvalho, 86
Jardim Felicidade
34080-090 Câmara / RO",+55 (084) 6529-0885,231
224.062.***-**,Olivia Macedo,"Praça Bárbara Pacheco, 96
Vila Dos Anjos
75181-144 Pinto de da Mota / SP",+55 41 9522-3247,232
224.262.***-**,Matheus Costa,"Pátio de Nascimento, 93
João Pinheiro
07950-187 da Conceição / RJ",+55 84 3727-5924,233
224.784.***-**,Sra. Maria Luísa da Mata,"Praça Silveira, 4
Unidas
68903-975 Santos / ES",31 8669-4426,234
225.459.***-**,Nicolas Duarte,"Campo Antônio Duarte, 113
Marmiteiros
69102170 Marques / AC",+55 51 7677 7984,235
226.426.***-**,Zoe Barros,"Favela Melo, 22
Vila Novo São Lucas
66001846 Machado / AP",+55 71 1960 1331,236
226.638.***-**,Maria Liz da Paz,"Viela Maria Luiza Cavalcanti
Camargos
60762-153 Caldeira de Gonçalves / BA",(084) 8632 7773,237
226.731.***-**,Marcelo Fogaça,"Travessa Teixeira, 9
Guarani
26119725 Nogueira da Praia / MS",+55 71 1050-4276,238
227.395.***-**,Brayan Pires,"Pátio Moreira
Jardim Do Vale
68528461 Aparecida Grande / GO",(051) 0017 0055,239
227.830.***-**,Enzo Gabriel Marques,"Setor Câmara, 62
Nossa Senhora Do Rosário
48895-228 Fernandes da Praia / MT",+55 (084) 9873-1980,240
228.058.***-**,Sr. Apollo da Mata,"Praia de Fogaça
Vila Oeste
78305-611 Almeida da Praia / DF",+55 (041) 3364 1283,241
231.365.***-**,Felipe Cunha,"Estrada Miguel das Neves, 18
Conjunto Minas Caixa
60555118 Rios da Praia / RO",+55 71 0254 9494,242
231.762.***-**,Dr. Yago Teixeira,"Campo Peixoto
Conjunto Novo Dom Bosco
55867-777 Pastor Paulista / PI",+55 (081) 2772-3866,243
234.745.***-**,Gabriel Oliveira,"Chácara Cirino, 78
Vitoria Da Conquista
02116664 Sales Grande / PA",(051) 5938-1779,244
234.749.***-**,Isadora Costela,"Trecho de Mendonça, 9
Savassi
84220812 Albuquerque Alegre / RJ",21 0938-4384,245
234.807.***-**,Sra. Julia Farias,"Residencial Thomas Rocha
Maria Virgínia
95259959 da Paz do Amparo / DF",+55 21 3380-9691,246
235.569.***-**,Emanuel Martins,"Vereda de Freitas, 16
Liberdade
20066182 Martins / AL",+55 (041) 5550 3340,247
238.530.***-**,Sra. Alexia Nunes,"Área de Novaes, 22
Milionario
55421147 Cassiano do Campo / PE",+55 (011) 6530 3829,248
239.939.***-**,Samuel Lopes,"Alameda de Borges, 6
Casa Branca
83813484 Pires / MS",+55 71 1175 1787,249
240.502.***-**,Emanuel Gonçalves,"Vale de das Neves, 92
Inconfidência
21950-323 Cavalcanti do Norte / MG",31 5716 7828,250
242.834.***-**,Srta. Joana Rocha,"Sítio de Pereira, 4
Vila Madre Gertrudes 4ª Seção
85051-869 Borges / SC",(051) 3575 8090,251
244.374.***-**,Erick Abreu,"Travessa Duarte, 6
Cidade Nova
07410-649 Cavalcante da Mata / PE",11 9376 2846,252
248.255.***-**,Apollo Azevedo,"Vila de Cunha, 2
Santo Agostinho
38332-842 Nogueira Verde / PI",+55 (084) 9266-1415,253
248.690.***-**,Sr. João Gabriel Carvalho,"Alameda Pinto, 39
Teixeira Dias
06500-770 Marques do Sul / MA",+55 (021) 3272 5811,254
248.812.***-**,Lucas Sales,"Vale Joaquim Almeida, 96
São Francisco Das Chagas
98912433 Lima / PR",(081) 4005-3781,255
249.280.***-**,Laura Nascimento,"Rodovia Liam da Paz, 21
Primeiro De Maio
67457-287 Carvalho / SC",0300-215-8548,256
249.454.***-**,Sr. Liam Porto,"Estrada Souza, 73
Cdi Jatoba
13255641 Farias Grande / PA",+55 (081) 7467-9737,257
250.827.***-**,Davi Miguel Lima,"Lago Dias, 80
Monsenhor Messias
82401990 Moraes / PB",0500-594-6308,258
251.866.***-**,Luiz Henrique Lima,"Distrito Ágatha Ferreira, 79
Silveira
24543-743 Marques Alegre / SP",11 5955-3653,259
255.227.***-**,Dr. Caio Freitas,"Conjunto Sousa, 55
Conjunto Jatoba
93021-419 Melo / DF",0300-158-3166,260
256.135.***-**,Dr. Arthur Gabriel Cunha,"Condomínio de Mendes, 5
Corumbiara
95857-473 Vasconcelos / AP",+55 21 6079 3424,261
256.917.***-**,Milena Albuquerque,"Chácara Eloah Araújo, 45
Vila Ipiranga
66305778 Cirino / SE",31 8821-3477,262
264.115.***-**,Cauã Campos,"Colônia Sales, 82
Laranjeiras
82099753 Sales / BA",+55 (084) 1046-5265,263
264.702.***-**,Kevin Moreira,"Núcleo Luiz Miguel Porto, 82
Pompéia
47195647 Jesus de Gonçalves / MA",61 7808-4353,264
265.479.***-**,José Siqueira,"Recanto Lavínia Barros
Vila Havaí
62697211 Rios das Flores / PE",51 9020 3889,265
266.563.***-**,Caroline Rezende,"Vereda de Cavalcanti, 6
Nova Floresta
74842-044 Vieira / MA",(031) 4920-0390,266
266.687.***-**,Davi Miguel Cirino,"Residencial Maria Liz da Mota, 82
Vila Satélite
36329640 Jesus dos Dourados / SE",0300-087-8295,267
267.835.***-**,Sr. Lorenzo Cirino,"Aeroporto de da Conceição
Apolonia
37470229 Albuquerque / SP",41 9162 7437,268
268.292.***-**,Kaique Teixeira,"Vale de Montenegro, 36
Goiania
22559-743 Albuquerque / AC",81 0299-9963,269
269.761.***-**,Breno Vieira,"Vereda Cardoso
Ermelinda
78382-614 Souza dos Dourados / BA",+55 51 1170 0579,270
270.316.***-**,Vinicius Barbosa,"Colônia Mateus Fonseca, 1
Corumbiara
53511320 Rios de Pastor / BA",+55 11 6418 4683,271
270.522.***-**,Sra. Emanuella Almeida,"Trevo Barbosa, 1
Vila São Gabriel
79793-354 Cardoso do Oeste / MT",(021) 2247-3226,272
271.289.***-**,Ana Carolina Martins,"Praia de Pires, 45
Castelo
03612813 Rocha / MT",+55 31 2860 5412,273
271.967.***-**,Mateus Oliveira,"Viela Dias, 43
São José
09572832 Dias Verde / AM",(011) 7515 7223,274
272.715.***-**,Enzo Gabriel Freitas,"Condomínio de da Luz
Nova Vista
87317-903 Sales / RR",+55 (071) 5762-2717,275
273.728.***-**,Valentim Correia,"Largo Macedo, 26
Jaqueline
16688497 Câmara do Norte / PB",0300 813 6214,276
276.772.***-**,Alana Ramos,"Loteamento Melissa Cavalcante, 74
Alto Dos Pinheiros
30247616 da Costa da Prata / DF",11 6418-8549,277
277.226.***-**,Yuri Cavalcante,"Praia Bernardo Novais, 6
Conjunto São Francisco De Assis
60281-110 Rodrigues do Amparo / RO",(051) 0232-6837,278
277.264.***-**,Cecília Moraes,"Conjunto Felipe Nunes, 32
Barão Homem De Melo 1ª Seção
19460727 Cardoso do Sul / PI",81 3773-7228,279
278.891.***-**,Elisa Melo,"Lagoa Giovanna da Cruz, 1
Ouro Minas
93916-832 da Costa Verde / RJ",31 9979 5867,280
279.378.***-**,João Vitor Marques,"Colônia Lopes, 9
Confisco
31542576 Machado Alegre / SE",+55 (031) 5214 3118,281
280.011.***-**,Maria Julia Moura,"Ladeira Kamilly Azevedo, 40
Vila Independencia 2ª Seção
24924026 Ramos do Amparo / TO",+55 81 3637 3638,282
280.111.***-**,Sr. Luigi Pimenta,"Jardim de Freitas, 213
Oeste
21529-369 Oliveira / RS",(081) 7251 0769,283
280.847.***-**,Luiz Henrique Jesus,"Parque de Casa Grande, 70
Cdi Jatoba
53737209 Rios de Rodrigues / AL",(021) 7308 1174,284
281.497.***-**,Dr. João Vitor Moura,"Travessa Caldeira, 2
Paraíso
73970518 Teixeira do Norte / CE",11 7887 3571,285
281.595.***-**,Sr. Nicolas Garcia,"Praia Ana Júlia Gomes, 20
Olhos D'água
63921626 Cunha / MG",21 2363-3636,286
281.849.***-**,Arthur Miguel Araújo,"Viaduto Maria Julia Pimenta, 9
Alta Tensão 1ª Seção
71767-209 Fernandes das Flores / BA",+55 41 8797 7453,287
281.961.***-**,Luísa Aparecida,"Ladeira Araújo, 67
Ipiranga
15372131 Abreu da Praia / GO",(061) 6167-6169,288
283.038.***-**,Vicente Marques,"Conjunto da Rosa, 932
Petropolis
86776-502 Marques / AM",(081) 0216 1967,289
283.839.***-**,Clarice Porto,"Feira de Mendonça, 255
Vila União
41838-817 Garcia de da Rocha / RN",81 2851 4824,290
284.233.***-**,Luiz Fernando Andrade,"Vereda de Sá
Dom Cabral
29959-418 Moraes / RJ",0500-833-2363,291
289.995.***-**,Henry Rocha,"Residencial Maria Fernanda Silva
Universo
90844-830 Nunes / PI",31 5118-4431,292
291.418.***-**,Arthur Gabriel Novais,"Favela de Lima, 48
Mala E Cuia
00598-855 Pereira do Sul / RN",+55 (071) 9757 0778,293
293.572.***-**,Olivia Sá,"Chácara Aparecida, 63
Gameleira
66955543 Viana / PE",(031) 0979-6250,294
295.643.***-**,João Felipe Macedo,"Rodovia Moraes
Vila São Gabriel Jacui
41497316 Rodrigues / TO",51 7645 1899,295
295.656.***-**,Bento Nunes,"Loteamento de Rodrigues, 418
Cidade Jardim Taquaril
51564224 Freitas do Amparo / MG",(084) 9911-4975,296
296.134.***-**,Brayan Cunha,"Estrada Monteiro, 40
Vila Nova Cachoeirinha 1ª Seção
48781-018 Leão / BA",51 0001 6680,297
296.863.***-**,Esther Souza,"Vereda Pietro Borges, 656
Vila Tirol
48665658 Pacheco de Pereira / PA",0800 781 7378,298
296.952.***-**,Sr. Henrique Ferreira,"Morro Pereira, 27
Urca
89610-773 Campos / AL",31 3450-6120,299
297.463.***-**,Danilo Moura,"Pátio de Câmara, 50
Santa Isabel
67913472 Guerra das Flores / MT",71 3908 5459,300
297.756.***-**,Maria Laura das Neves,"Vale Antônio Mendonça, 27
Pongelupe
94919742 Pacheco da Prata / SE",84 9450 0364,301
297.782.***-**,Juan Cunha,"Feira Novaes, 81
Céu Azul
63679377 Cardoso / AL",0300-884-4955,302
301.069.***-**,Srta. Isabella Borges,"Largo de Sampaio, 82
Vila Real 1ª Seção
79849-969 Sá / GO",+55 81 5935 0710,303
301.114.***-**,Ryan Fernandes,"Residencial Lima
Minas Brasil
93686156 da Rocha / AM",+55 31 7859 5152,304
302.516.***-**,Ravi Peixoto,"Viela Henry Gabriel Camargo, 12
Varzea Da Palma
25340905 Santos / RS",(021) 1785 6778,305
302.959.***-**,Yuri da Mota,"Estrada de Souza
Vila Nova Cachoeirinha 3ª Seção
39130788 Duarte / PA",+55 61 3408 8273,306
303.261.***-**,Maria Laura da Conceição,"Loteamento de Nunes, 22
Vila Sumaré
72012-550 Monteiro Alegre / PI",+55 21 1090 5892,307
303.953.***-**,Srta. Maria Nascimento,"Feira Moreira
Vila Real 2ª Seção
58895-442 Viana Verde / RR",(084) 1273 6204,308
305.881.***-**,Elisa da Paz,"Jardim de Vieira
Vitoria
18735736 Monteiro Verde / AP",41 7300 8462,309
306.431.***-**,Ana Júlia Correia,"Fazenda Maria Julia Teixeira, 7
Solar Do Barreiro
25835983 Borges dos Dourados / PA",+55 (051) 6874-8684,310
307.358.***-**,Olívia Montenegro,"Alameda Raquel Campos, 40
Vila Nova Cachoeirinha 1ª Seção
41523-563 Vasconcelos das Flores / BA",+55 (084) 8769-2920,311
308.030.***-**,Maria Lopes,"Estação Nina Moraes, 78
Cdi Jatoba
94681-137 Duarte / AC",+55 (021) 0931 4974,312
308.282.***-**,Yuri Melo,"Via de Barros, 216
Vila Satélite
88599874 Brito de Sá / ES",+55 41 3262 8484,313
308.409.***-**,Dra. Milena Rezende,"Aeroporto Rios, 42
Vila Novo São Lucas
46584765 Camargo / DF",+55 (084) 2289-8806,314
309.550.***-**,Maria Luiza Abreu,"Lagoa de Sousa, 997
Estrela
44478-657 Macedo de da Paz / AL",51 6771 1219,315
313.335.***-**,Benjamin Campos,"Setor Vasconcelos, 7
Dom Bosco
41044662 Duarte / MT",+55 21 9181 8655,316
314.715.***-**,Leonardo Costela,"Residencial de Casa Grande
Vila São Rafael
09158822 Vasconcelos de Minas / PR",(041) 6540-2510,317
314.887.***-**,Alana Nogueira,"Condomínio da Rosa, 88
Confisco
79068916 Farias Grande / AL",(011) 1883-6588,318
317.704.***-**,Brenda Andrade,"Trevo Campos, 60
Vila Calafate
10680-670 Barros de Rodrigues / SP",(041) 2604-8008,319
318.342.***-**,Davi Lucas Cirino,"Lagoa Sofia Leão, 89
Tres Marias
33424080 Andrade dos Dourados / SC",0800-406-8576,320
318.430.***-**,Alícia Costela,"Alameda de Gomes, 1
Vila Havaí
43143972 Sousa / PE",+55 (021) 3908-1408,321
319.582.***-**,Sr. Theo Pires,"Campo de Almeida, 20
Campo Alegre
85568-567 Sampaio / SC",+55 21 1881 5455,322
321.461.***-**,Maria Eduarda Costela,"Viela Farias
Vila Petropolis
85400-718 Novaes da Mata / AP",+55 (031) 7714 8483,323
323.001.***-**,Francisco Viana,"Morro Dias, 78
Pousada Santo Antonio
45189307 Fogaça / ES",+55 21 4716 9590,324
323.095.***-**,Juan Gomes,"Viaduto Abreu, 13
Xodo-Marize
11517-782 Gomes / RN",51 1164 9937,325
323.242.***-**,Ana Luiza Câmara,"Chácara Isadora Sousa, 28
Conjunto Califórnia I
29313731 Leão / PA",(031) 7864 7564,326
325.287.***-**,Dr. Breno da Luz,"Jardim Alícia Ferreira, 74
Diamante
60605-091 Garcia da Mata / RN",+55 (081) 7116 6795,327
326.872.***-**,Anthony da Mota,"Viela da Rocha, 71
Vila Califórnia
70636-281 Moreira / RO",(084) 7745-0424,328
327.050.***-**,José Miguel Macedo,"Trevo de da Rocha, 41
Vila Formosa
50933-067 Ferreira / GO",0300-954-1408,329
327.300.***-**,Ágatha Nascimento,"Esplanada de Carvalho
Carlos Prates
43148985 Lopes / SC",+55 84 6637-2020,330
327.921.***-**,Sr. Rafael Nogueira,"Lagoa Catarina Montenegro
Alípio De Melo
77934-249 Montenegro / SC",0800-930-7235,331
329.451.***-**,Stephany Santos,"Sítio Dias, 4
Biquinhas
31980137 da Mota / SP",+55 (081) 2522 5178,332
330.159.***-**,Aurora Moraes,"Fazenda Oliveira, 20
Vila De Sá
89389117 Porto da Prata / PE",+55 81 4511 3782,333
330.600.***-**,Sabrina Fonseca,"Campo Ana Aragão, 866
Grota
23049895 Aparecida do Amparo / TO",+55 (021) 8830 4155,334
330.806.***-**,Brenda Castro,"Sítio Cavalcante, 81
Parque São Pedro
64313460 Borges / PE",(071) 2594-1971,335
331.267.***-**,Ana Carolina Melo,"Jardim Paulo Jesus, 65
Vila Santa Rosa
09090126 Silva de da Rosa / ES",+55 21 4888 9653,336
331.915.***-**,Henrique Sampaio,"Residencial Milena Cavalcante, 8
Camponesa 2ª Seção
81936-214 Silva de Goiás / DF",0300-136-9073,337
331.935.***-**,Dr. João Vitor Rios,"Sítio de Moreira, 6
João Paulo Ii
70295865 Azevedo / RJ",(084) 8783-0183,338
331.993.***-**,Matheus Castro,"Núcleo de Nascimento, 47
Palmares
64506170 Ramos / MS",+55 81 8050-2490,339
333.180.***-**,Ravy Marques,"Estação João Felipe Garcia, 43
Vila Independencia 1ª Seção
12792774 Rodrigues / MA",+55 (011) 7627 3241,340
333.260.***-**,Yasmin Pastor,"Praia Mathias Aparecida, 20
Tupi A
13383692 Porto Verde / DF",(081) 0138 4939,341
334.242.***-**,Laura Costela,"Estação Moraes, 2
São Pedro
38381-943 Viana / RO",+55 (071) 2511 7832,342
335.396.***-**,Dr. João Lucas Rodrigues,"Estação Cavalcante, 972
Dom Bosco
57879540 Cassiano / TO",+55 (031) 9142 2447,343
339.702.***-**,Srta. Heloísa Costa,"Via da Conceição, 87
Conjunto Providencia
13158231 Rodrigues / SE",+55 61 2256 4480,344
341.010.***-**,Sr. Oliver Siqueira,"Pátio de Ramos
Savassi
52299-085 Peixoto / AC",(061) 4440 2125,345
341.389.***-**,Amanda Pereira,"Esplanada João Miguel da Costa, 258
Monsenhor Messias
63757-632 Viana de Cavalcanti / RR",11 7413 1746,346
341.721.***-**,Diogo da Cunha,"Estrada Antônio Montenegro, 85
Fazendinha
38595930 Novais do Oeste / TO",+55 31 5747 8505,347
345.048.***-**,Lucas Gabriel Moraes,"Praia da Costa, 99
Unidas
85629-495 da Cruz do Galho / BA",+55 11 1759-1891,348
345.985.***-**,Dra. Eloá Fonseca,"Núcleo Maria Liz Rios, 83
Barroca
87028-130 Fogaça / AC",+55 81 5059-2742,349
346.114.***-**,Maria Vitória Leão,"Morro de Silveira, 1
Lindéia
40727883 Correia / PE",0900-117-4304,350
348.755.***-**,Valentim Monteiro,"Vereda Maria Vitória Garcia, 31
Coqueiros
18974-744 Oliveira / SE",0800 032 3754,351
349.938.***-**,Maria Julia Porto,"Alameda de Guerra, 74
Ouro Minas
64148-437 da Costa Grande / SC",+55 (061) 4071-7014,352
351.076.***-**,Marcelo da Mata,"Pátio de Duarte, 78
Conjunto Serra Verde
46768828 da Rocha / RJ",+55 (071) 6522 9015,353
351.662.***-**,Dr. Theo da Paz,"Travessa de Fogaça
Cardoso
68300-840 Novaes / BA",+55 (071) 0490 0047,354
352.419.***-**,Heloisa Souza,"Aeroporto Mariana Albuquerque, 750
Vila Sesc
11880-589 Oliveira de Porto / MG",(081) 8481-9086,355
353.508.***-**,Matheus Costa,"Residencial de Fernandes, 68
Vila Nova Cachoeirinha 1ª Seção
85725952 Sousa / PA",84 7284-7680,356
355.982.***-**,Danilo Abreu,"Viela Raul Duarte, 5
Vila Tirol
97855-369 Pacheco / SC",(061) 4372 9056,357
357.217.***-**,Ian Fonseca,"Loteamento de Fonseca
Bandeirantes
32089642 Moraes / RN",+55 51 0349 1176,358
357.998.***-**,Julia Marques,"Vereda Yuri Azevedo, 36
Flavio De Oliveira
31420956 Caldeira / SE",+55 (061) 6509 1135,359
358.711.***-**,Raul da Cruz,"Via Nicolas Garcia, 3
Lindéia
88972-069 Siqueira / PI",+55 (041) 2900 4610,360
360.137.***-**,Laura Pereira,"Feira de Nunes, 8
Nova Cintra
20702-553 Abreu do Sul / RS",41 1831 6134,361
360.557.***-**,Carlos Eduardo Caldeira,"Conjunto Gonçalves, 43
Urca
15882802 Novaes / RN",+55 (011) 7157-5701,362
360.853.***-**,Melissa da Mota,"Praça de Vasconcelos, 3
Vila Nova Gameleira 2ª Seção
41465087 Machado do Galho / PI",0300 992 6276,363
360.878.***-**,Maria Vitória Costa,"Recanto Cardoso, 41
Cônego Pinheiro 1ª Seção
30440830 Fogaça do Sul / PA",81 9864 4123,364
361.515.***-**,João Guilherme Ramos,"Distrito de Sampaio
Belvedere
20439-027 Vargas / DF",0300-100-9072,365
362.178.***-**,Felipe Viana,"Campo de Gomes, 41
Vila Independencia 1ª Seção
74127-714 Castro de da Rocha / PR",+55 (081) 6382-5820,366
362.856.***-**,Sr. Daniel Aragão,"Praça Pimenta
Vila Nova Cachoeirinha 1ª Seção
04083-528 da Costa / GO",21 2658 5446,367
362.977.***-**,Srta. Ayla Guerra,"Chácara de Sampaio, 115
Vila Santa Monica 1ª Seção
19340655 Silveira do Norte / AC",+55 (031) 4966-4361,368
363.294.***-**,Isabella da Cunha,"Trevo Rafael Barros, 362
Maria Virgínia
75119192 Barbosa das Flores / MS",0500 584 3546,369
363.487.***-**,Isaque Machado,"Trevo Costela, 18
Xangri-Lá
11120048 Cardoso do Campo / MS",+55 (041) 3430 2658,370
364.785.***-**,Sra. Yasmin Barbosa,"Favela Barros, 99
Ambrosina
34542052 Alves / PB",51 9261 1668,371
366.027.***-**,Daniela Vieira,"Área Maria Luísa Costa, 66
Vila Copacabana
12614-554 Albuquerque Verde / SP",+55 (011) 0631-9256,372
366.248.***-**,Sr. Felipe Cardoso,"Esplanada Joana Sampaio, 27
Guarani
10055-135 Câmara da Serra / RJ",61 9540 2446,373
366.320.***-**,Ravi Lucca Farias,"Alameda Aparecida, 81
Granja Werneck
76686-236 da Conceição / RN",+55 (071) 3298-0121,374
366.658.***-**,Kamilly Costa,"Praça Ryan Câmara, 442
Providencia
99935071 da Luz / PE",+55 31 7727 0648,375
366.965.***-**,Henrique Nogueira,"Favela Eduarda Barbosa, 453
Nova Pampulha
73563304 Andrade Paulista / SC",(021) 2792 1109,376
367.112.***-**,Vitor Hugo Leão,"Conjunto de Abreu, 238
Vila Madre Gertrudes 2ª Seção
81782769 Mendes / RJ",+55 51 9140 1064,377
369.374.***-**,Dr. Rael Aragão,"Núcleo de Freitas, 46
Serrano
93105954 Viana da Praia / MS",+55 (071) 4671-4287,378
369.862.***-**,Ísis Vieira,"Praia Barbosa, 40
Coração De Jesus
67248184 Novais de Garcia / PI",+55 61 1304 3013,379
370.078.***-**,Lorena Leão,"Aeroporto Campos
Liberdade
64854367 Sousa / SE",(041) 0119 9199,380
370.508.***-**,Igor da Costa,"Aeroporto de Novais, 63
Conjunto São Francisco De Assis
53881-175 Farias da Prata / PI",(011) 0303 6628,381
370.765.***-**,Sr. Davi Lucas Guerra,"Lago das Neves, 43
Vila São João Batista
69501868 Caldeira / PB",51 6212 4028,382
371.247.***-**,Benício da Mata,"Esplanada de Gomes, 439
Centro
35888-250 Casa Grande do Galho / PA",+55 (021) 6317-1689,383
374.233.***-**,Cauê Andrade,"Viaduto de Cassiano, 32
Universitário
58235-165 Viana do Oeste / RO",(031) 3347 1702,384
376.009.***-**,Sra. Letícia Silva,"Parque Isis Campos
Coqueiros
35979-096 Cavalcante do Oeste / RO",0500-179-8284,385
376.256.***-**,Maria Eduarda Alves,"Esplanada Henry Gabriel Cunha, 72
Vila Cemig
33449140 Albuquerque do Oeste / PR",+55 (061) 8082 9736,386
376.582.***-**,Benício Lima,"Viela João Miguel Casa Grande, 33
Santa Branca
40906-645 Garcia / RN",0500-494-9941,387
381.461.***-**,Dr. Pedro Miguel da Costa,"Vereda Nina Montenegro, 76
Nossa Senhora De Fátima
81155-338 Caldeira / SP",(084) 5866-7682,388
382.342.***-**,Srta. Catarina da Cruz,"Recanto Ravi Lucca Albuquerque, 5
Camponesa 1ª Seção
72793-360 Fernandes do Amparo / RS",0300 112 6375,389
386.458.***-**,Josué Pacheco,"Residencial Marina da Cruz, 74
Flavio Marques Lisboa
84538238 Peixoto / MT",+55 31 8416 3396,390
386.740.***-**,Dr. Calebe Garcia,"Praça Viana, 838
Vila Santo Antônio Barroquinha
33636865 Camargo / MG",(051) 8116-7180,391
387.156.***-**,Raquel da Mota,"Pátio Pedro Novaes, 55
São Paulo
03688444 da Conceição do Campo / AC",+55 (084) 6695 8204,392
387.667.***-**,Isaque Rios,"Avenida Benjamim Guerra, 502
Mariquinhas
80193811 Farias / PA",0500 112 4964,393
388.002.***-**,Sra. Lavínia Araújo,"Avenida Luiz Henrique Carvalho, 2
Santa Margarida
62345-001 Vargas / TO",31 8203-2152,394
391.769.***-**,Benício Garcia,"Avenida Caleb Araújo, 89
Vila Primeiro De Maio
76302820 Alves / SE",(011) 2289 4778,395
392.399.***-**,Bárbara Melo,"Trecho Caleb Guerra, 497
Santa Efigênia
78014282 Cunha do Sul / AL",+55 84 0541 7225,396
393.445.***-**,Gabrielly Viana,"Lagoa de Ramos
Vila Real 1ª Seção
99819829 Moreira de Rocha / RN",(071) 4568-4236,397
394.372.***-**,Heloisa Viana,"Morro de Sales, 12
Vila Jardim Leblon
44448874 Sousa do Oeste / SP",(011) 0557 4567,398
395.254.***-**,Juliana da Paz,"Colônia Igor Garcia, 550
Virgínia
39739-252 Fernandes / RO",+55 61 6676-5262,399
397.344.***-**,Noah Vasconcelos,"Setor da Mota, 37
Cabana Do Pai Tomás
43440-404 Carvalho de Gonçalves / PR",0300-654-2181,400
400.184.***-**,Agatha Mendonça,"Lago Gomes, 237
São Paulo
45304-163 Fernandes / AL",(081) 5056-5732,401
400.748.***-**,Dr. Davi Lucca Silva,"Feira Fogaça, 57
Belmonte
52876260 Marques de Pimenta / MG",71 2385 7302,402
